"","user","majorContributor","responses","topics","avgNumberOfResponsesPerTopic","avgNumberOfResponsesBeforeResponse","avgNumberOfResponsesAfterResponse","entropy","yearJoined","firstDayResponse","avgGap","avgStd","standardTopics","normalTopics"
"6","aaron1",0,8,1,0,0,0,1.173359898,1,1,0.111111111,21.21320344,-0.0520483337542118,0.0144927536231884
"7","aaron4",0,1,2,0,0,0,0.178019898,2,0,0.666666667,0.942809042,0.305645534386436,0.0289855072463768
"11","abby5",0,5,3,0,0,0,1.093744979,6,89,11.125,3.497767145,0.663339402527083,0.0434782608695652
"12","abby_lael",0,4,1,0,0,0,1.15849153,4,7,1.6,2.244994432,-0.0520483337542118,0.0144927536231884
"13","abe1",0,8,0,0,0,0,2.861001986,6,37,12,23.47205786,-0.409742201894859,0
"14","abyzer",0,3,0,0,18,29.66666667,0.729163319,1,25,8.333333333,35.92894222,-0.409742201894859,0
"15","ac11",0,5,1,0,0,0,1.740422082,4,30,5,13.55236757,-0.0520483337542118,0.0144927536231884
"16","aceswimmer",0,1,1,0,80,1540,0.077136632,2,9,4.5,13,-0.0520483337542118,0.0144927536231884
"17","aconn",0,0,1,2,0,0,0.36458166,4,168,168,0,-0.0520483337542118,0.0144927536231884
"18","aconnell",0,3,2,184,2106,783,1.093744979,5,25,5,0,0.305645534386436,0.0289855072463768
"19","acoustic_avenger",0,4,3,0,0,0,0.673512028,3,5,3.285714286,8.030553899,0.663339402527083,0.0434782608695652
"20","adam7",0,3,0,0,0,0,1.077247736,2,26,8.666666667,13.29995823,-0.409742201894859,0
"21","adam_kaufman",0,5,0,0,0,0,0.723638788,1,9,2.2,26.48018127,-0.409742201894859,0
"22","adam_kaye",0,5,4,0,0,0,1.363521299,0,0,15.11111111,64.32114642,1.02103327066773,0.0579710144927536
"23","adrienne2",0,2,0,0,0,0,0.36458166,2,4,2,3.5,-0.409742201894859,0
"24","ag1",0,2,1,0,0,0,0.690009271,1,1,37,45.32352835,-0.0520483337542118,0.0144927536231884
"25","aimeee",0,1,1,0,0,0,0.325427612,5,0,1,1,-0.0520483337542118,0.0144927536231884
"26","ajbaum",0,10,6,7.6,27.1,59.5,1.617204159,5,18,1.125,61.4669309,1.73642100694903,0.0869565217391304
"27","ajith",0,2,1,0,0,0,0.729163319,6,0,1.333333333,1.885618083,-0.0520483337542118,0.0144927536231884
"28","akiva",0,1,3,0,0,0,0.379803176,5,8,3.75,8.558621384,0.663339402527083,0.0434782608695652
"29","aksa",0,6,0,0,0,0,1.149785396,5,79,16.66666667,22.94195574,-0.409742201894859,0
"33","alexmac",0,3,0,0,164.3333333,145.3333333,0.828875121,3,49,16.33333333,58.9255651,-0.409742201894859,0
"34","alice_west",0,2,0,0,0,0,0.056596792,1,20,10,3.5,-0.409742201894859,0
"35","aliraeu",0,5,2,2,28.8,45.2,1.25049653,3,43,20.71428571,31.45972482,0.305645534386436,0.0289855072463768
"36","alison_long",0,0,1,0,0,0,0.36458166,6,3,3,0,-0.0520483337542118,0.0144927536231884
"38","allenmcelroy",0,3,0,0,8.666666667,12.33333333,0.890685974,6,5,4.333333333,5.734883511,-0.409742201894859,0
"39","alyssacr",0,4,4,12.33333333,27,101.5,1.945276905,2,41,8.375,8.587782019,1.02103327066773,0.0579710144927536
"40","amanda",0,6,2,0,0,0,2.187489958,0,6,0.875,59.65316421,0.305645534386436,0.0289855072463768
"42","amanda13",0,2,0,0,0,0,0,1,41,20.5,3,-0.409742201894859,0
"43","amanda14",0,2,0,0,0,0,0.690009271,1,21,10.5,9,-0.409742201894859,0
"47","amanda48",0,3,1,0,0,0,1.093744979,6,82,20.5,0,-0.0520483337542118,0.0144927536231884
"49","amanda_boles",0,1,1,0,0,0,0.325427612,2,3,1.5,0,-0.0520483337542118,0.0144927536231884
"51","amanda_heikkinen",0,4,1,0,0,0,1.193456781,2,3,7.4,13.6,-0.0520483337542118,0.0144927536231884
"52","amandaoriley",0,0,1,0,0,0,0.325427612,4,0,0,0,-0.0520483337542118,0.0144927536231884
"53","amanning1218",0,14,1,12,50.57142857,67.57142857,3.884225096,6,1,0.066666667,9.911609355,-0.0520483337542118,0.0144927536231884
"54","ambee",0,9,3,51.66666667,235.2222222,29.66666667,1.965962945,5,10,4.166666667,34.14552191,0.663339402527083,0.0434782608695652
"55","amber9",0,4,0,0,0,0,1.441829395,4,19,4.75,52.8316903,-0.409742201894859,0
"56","amber_anson",0,0,1,0,0,0,0.325427612,1,18,18,0,-0.0520483337542118,0.0144927536231884
"58","amie",0,0,1,0,0,0,0.348084416,2,0,0,0,-0.0520483337542118,0.0144927536231884
"59","amy2188",0,3,2,0,0,0,0.502420729,5,5,10,22.04540769,0.305645534386436,0.0289855072463768
"60","amy25",0,2,0,0,0,0,0.690009271,3,7,18.5,15,-0.409742201894859,0
"63","amy_l",0,2,0,0,0,0,0.325427612,1,3,1.5,5,-0.409742201894859,0
"64","amy_widick",0,3,0,0,0,0,0.868029169,2,6,2,0.942809042,-0.409742201894859,0
"65","andi2",0,1,0,0,0,0,0.348084416,2,49,49,0,-0.409742201894859,0
"66","andi6",0,2,1,0,0,0,0.729163319,3,2,1.666666667,1.699673171,-0.0520483337542118,0.0144927536231884
"68","andrea14",0,4,0,0,0,0,1.392337665,4,3,0.75,3.464101615,-0.409742201894859,0
"69","andrea15",0,2,1,4,19.5,60.5,0.729163319,5,0,10.66666667,22.55363977,-0.0520483337542118,0.0144927536231884
"70","andrea21",0,2,0,0,0,0,0.348084416,6,10,5,14.5,-0.409742201894859,0
"71","andrea_c",0,5,0,0,0,0,0.874894719,2,25,14,25.57342371,-0.409742201894859,0
"72","andreag",0,3,2,0,0,0,1.093744979,5,8,1.6,0.489897949,0.305645534386436,0.0289855072463768
"74","andrew_jhon_sansom",0,1,3,4,64,9,1.340864494,2,0,0.25,0.5,0.663339402527083,0.0434782608695652
"76","andy2",0,3,0,0,0,0,1.044253249,1,16,5.333333333,3.771236166,-0.409742201894859,0
"77","andy_taylor",0,15,0,0,0,0,2.451907184,4,2,12.26666667,39.50167366,-0.409742201894859,0
"78","andyjane",0,14,0,0,0,0,2.804583014,4,5,0.642857143,16.40930547,-0.409742201894859,0
"79","angel868606",0,5,2,0,0,0,1.458326639,5,1,0.571428571,4.62468973,0.305645534386436,0.0289855072463768
"81","angela_marie_hagan",0,1,2,0,0,0,0.178019898,2,1,0.666666667,1.699673171,0.305645534386436,0.0289855072463768
"82","angela_rogers",0,0,1,0,0,0,0.325427612,2,2,2,0,-0.0520483337542118,0.0144927536231884
"83","angie8",0,11,2,6.666666667,44.36363636,55.63636364,2.612046912,2,8,0.615384615,34.30631249,0.305645534386436,0.0289855072463768
"85","anita3",0,2,0,0,0,0,0.696168833,2,4,2,6.5,-0.409742201894859,0
"86","anita7",0,0,0,0,0,0,0,5,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"87","anita_logan",0,7,4,0,0,0,1.065805598,5,4,2.363636364,21.11440697,1.02103327066773,0.0579710144927536
"90","anna19",0,4,0,0,0,0,1.121389881,5,3,1.5,27.07858933,-0.409742201894859,0
"92","anna3",0,11,0,0,0,0,4.010398256,2,73,6.636363636,20.33845846,-0.409742201894859,0
"94","anne8",0,0,1,0,0,0,0.348084416,3,0,0,0,-0.0520483337542118,0.0144927536231884
"96","annette_beauvais",0,3,0,0,36.66666667,25.5,1.038093688,2,35,11.66666667,16.13140484,-0.409742201894859,0
"98","annie20",0,3,0,0,0,0,1.044253249,7,16,5.333333333,3.299831646,-0.409742201894859,0
"99","annu",0,0,0,0,0,0,0,4,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"100","anthony8",0,1,1,0,0,0,0.325427612,6,3,1.5,0,-0.0520483337542118,0.0144927536231884
"101","anu_marjaana",0,0,1,0,0,0,0.325427612,2,0,0,0,-0.0520483337542118,0.0144927536231884
"103","archie",0,2,0,0,3,7.5,0.650855223,3,6,3,2,-0.409742201894859,0
"104","arcxoxo",0,0,1,8,0,0,0.36458166,6,0,0,0,-0.0520483337542118,0.0144927536231884
"105","arianne",0,1,0,0,0,0,0.143054647,1,33,33,0,-0.409742201894859,0
"106","art",0,5,0,0,0,0,1.551889556,1,3,2,6.675327707,-0.409742201894859,0
"107","ash1",0,3,0,0,0,0,0.690009271,2,16,12.66666667,9.416297928,-0.409742201894859,0
"108","ashley6",0,3,1,0,0,0,1.093744979,2,4,1,10.46422477,-0.0520483337542118,0.0144927536231884
"109","ashley7",0,0,0,0,0,0,0,2,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"110","ashley8",0,5,3,0,0,0,1.301710446,2,6,2.375,15.12448346,0.663339402527083,0.0434782608695652
"113","asma_ad",0,10,4,0,0,0,2.41393411,2,15,6.071428571,51.84420342,1.02103327066773,0.0579710144927536
"115","aubrey",0,7,0,0,0,0,1.021596444,1,11,2.142857143,25.07132682,-0.409742201894859,0
"116","audrey_graham_ferrar",0,0,1,0,0,0,0.36458166,4,5,5,0,-0.0520483337542118,0.0144927536231884
"119","ayomideji",0,15,1,0,0,0,1.932542418,4,34,2.125,93.8424336,-0.0520483337542118,0.0144927536231884
"122","b113",0,0,0,0,0,0,0,3,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"123","b1whorunskingston",0,0,1,0,0,0,0,5,0,0,0,-0.0520483337542118,0.0144927536231884
"126","backirish",0,8,0,0,0,0,2.760037085,5,7,0.875,7.615773106,-0.409742201894859,0
"127","badeth",0,3,0,0,0,75.66666667,0.976282835,1,7,2.333333333,42.48136847,-0.409742201894859,0
"131","banjoplayer2",0,0,1,0,0,0,0.325427612,6,3,3,0,-0.0520483337542118,0.0144927536231884
"134","barbara_campbell",0,9,0,0,0,0,2.596132128,2,2,1.222222222,32.95376484,-0.409742201894859,0
"135","barbara_ludwig",0,8,0,0,0,0,1.194837234,1,71,8.875,42.40872552,-0.409742201894859,0
"136","barbara_vance",0,7,0,0,0,0,2.163590731,2,43,6.428571429,18.45789472,-0.409742201894859,0
"137","barbie2",0,1,1,0,0,0,0.507636307,3,16,8,0,-0.0520483337542118,0.0144927536231884
"138","barry_b",0,2,0,0,0,0,0.650855223,0,157,78.5,0,-0.409742201894859,0
"139","bart1",0,7,0,0,0,0,2.283023639,2,5,5.428571429,14.14934916,-0.409742201894859,0
"140","basketballmom",0,2,0,0,0,0,0.696168833,3,2,1,7,-0.409742201894859,0
"144","bc11",0,3,0,0,0,0,1.093744979,4,12,4,7.071067812,-0.409742201894859,0
"145","bch",0,1,1,8,4,4,0.348084416,5,8,5,1,-0.0520483337542118,0.0144927536231884
"147","bebo321",0,0,0,0,0,0,0,6,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"151","becky18",0,2,0,0,0,0,0.729163319,3,12,6,9,-0.409742201894859,0
"152","becky25",0,10,2,81,23313,2809.8,1.780198977,6,34,2.833333333,3.851406669,0.305645534386436,0.0289855072463768
"153","becky_whittington",0,2,1,1,0,285,0.690009271,0,0,4.666666667,6.599663291,-0.0520483337542118,0.0144927536231884
"156","bella_ash",0,0,1,0,0,0,0,4,0,0,0,-0.0520483337542118,0.0144927536231884
"157","ben12",0,1,1,0,0,0,0.348084416,6,20,11.5,1.5,-0.0520483337542118,0.0144927536231884
"158","ben6",0,1,1,0,0,0,0.36458166,3,13,6.5,0,-0.0520483337542118,0.0144927536231884
"159","benjamminsf",0,6,1,0,0,0,1.891827833,3,7,1,11.1976674,-0.0520483337542118,0.0144927536231884
"160","bertha_bond_rogers",0,5,0,0,0,0,0.788466974,2,2,0.4,33.35625878,-0.409742201894859,0
"161","beth2",0,0,1,0,0,0,0.325427612,0,0,0,0,-0.0520483337542118,0.0144927536231884
"162","beth23",0,13,0,0,36.84615385,20.08333333,1.250355446,4,5,0.384615385,23.01118843,-0.409742201894859,0
"163","beth8",0,1,1,0,0,0,0.325427612,1,3,1.5,1,-0.0520483337542118,0.0144927536231884
"164","beth_schneider",0,0,1,0,0,0,0.348084416,2,0,0,0,-0.0520483337542118,0.0144927536231884
"166","betty1",0,0,0,0,0,0,0,6,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"167","bherrick",0,3,1,3,0,68,1.170881611,4,35,9.25,0.866025404,-0.0520483337542118,0.0144927536231884
"168","bibiblu",0,5,0,0,0,24.6,1.822908298,3,16,3.2,28.75830315,-0.409742201894859,0
"169","bic1",0,2,2,0,0,0,0.998939639,3,23,5.75,0.433012702,0.305645534386436,0.0289855072463768
"170","biddy",0,1,1,7.5,0,26,0.36458166,6,2,1,0,-0.0520483337542118,0.0144927536231884
"172","big_d",0,2,1,0,0,0,0.696168833,3,65,21.66666667,0,-0.0520483337542118,0.0144927536231884
"173","bijesh",0,4,0,0,0,0,0.758604039,2,6,1.5,3.640054945,-0.409742201894859,0
"174","bill11",0,7,1,0,0,0,0.284546626,3,117,18.375,41.36952381,-0.0520483337542118,0.0144927536231884
"176","bill_davis",0,1,0,0,0,0,0.348084416,2,64,64,0,-0.409742201894859,0
"177","bill_h",0,2,2,0,0,0,0.673512028,5,0,7,12.25765067,0.305645534386436,0.0289855072463768
"179","bill_harper",0,2,1,0,0,0,0.646502156,2,1,0.666666667,0.471404521,-0.0520483337542118,0.0144927536231884
"182","bill_stalder",0,4,0,0,0,0,1.392337665,2,13,3.25,5,-0.409742201894859,0
"184","billy1",0,7,0,0,0,0,2.16245085,2,11,3,54.52054471,-0.409742201894859,0
"185","bjorn",0,2,0,0,0,0,0.348084416,1,66,33,0,-0.409742201894859,0
"187","blazer1155",0,16,1,6,87.5,77.8,3.29230096,4,5,3.470588235,43.88361455,-0.0520483337542118,0.0144927536231884
"188","ble4_20",0,2,0,0,48.5,10.5,0.729163319,7,8,4,7,-0.409742201894859,0
"189","blooddrop",0,1,1,2,64,34,0.325427612,4,12,6,0,-0.0520483337542118,0.0144927536231884
"190","bluebelle21",0,2,0,0,23.5,79,0.696168833,6,18,9,11,-0.409742201894859,0
"191","bluecupcake",0,0,1,0,0,0,0.178019898,3,0,0,0,-0.0520483337542118,0.0144927536231884
"193","bob11",0,1,2,0,0,0,0.673512028,3,10,3.333333333,0,0.305645534386436,0.0289855072463768
"194","bob13",0,2,1,0,0,0,1.054590931,3,5,1.666666667,0,-0.0520483337542118,0.0144927536231884
"198","bobby3",0,0,0,0,0,0,0,3,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"199","bobby_crow_feather",0,5,2,0,0,0,0.690009271,0,1,11,21.7912171,0.305645534386436,0.0289855072463768
"201","boilerman",0,2,3,14,63,7,0,6,8,1.8,1.469693846,0.663339402527083,0.0434782608695652
"203","boston",0,8,1,0,0,0,1.81805556,3,4,0.888888889,3.083208206,-0.0520483337542118,0.0144927536231884
"204","bowen",0,10,1,0,0.4,25.1,3.56333038,4,8,0.727272727,6.523954588,-0.0520483337542118,0.0144927536231884
"205","brad",0,1,1,0,0,0,0.36458166,0,23,11.5,0,-0.0520483337542118,0.0144927536231884
"208","brandi1",0,0,1,0,0,0,0.36458166,2,0,0,0,-0.0520483337542118,0.0144927536231884
"209","brandi2",0,5,0,0,0,0,0.712666076,2,54,11.8,15.71496102,-0.409742201894859,0
"210","brandon3",0,3,0,0,0,0,1.021596444,3,3,14,18.38477631,-0.409742201894859,0
"211","brandon_burkhardt",0,1,4,0,0,0,0.690009271,5,4,2.2,10.89954127,1.02103327066773,0.0579710144927536
"214","brenda1",0,3,1,0,0,0,0.325427612,1,2,0.5,9.300537619,-0.0520483337542118,0.0144927536231884
"215","brenna",0,5,1,0,0,0,1.744600202,3,19,3.333333333,3.547299442,-0.0520483337542118,0.0144927536231884
"216","brenna_collyard",0,3,1,0,0,0,0.63419371,2,5,1.25,0,-0.0520483337542118,0.0144927536231884
"217","brian11",0,0,3,0,0,0,1.044253249,1,0,0,1.699673171,0.663339402527083,0.0434782608695652
"218","brian24",0,2,2,0,0,0,1.021596444,4,0,18.5,71.37226352,0.305645534386436,0.0289855072463768
"219","brian_piccolo",0,7,1,0,0,0,2.131838667,2,91,11.375,5.338539126,-0.0520483337542118,0.0144927536231884
"220","brian_tannebaum",0,2,0,0,0,0,0.356039795,1,5,2.5,1.5,-0.409742201894859,0
"222","bridget_mcnulty",0,3,4,0,0,0,1.131727563,2,2,3.714285714,11.02501793,1.02103327066773,0.0579710144927536
"223","briguy",0,11,2,0,0,0,3.845425823,2,11,0.846153846,22.11561873,0.305645534386436,0.0289855072463768
"224","brittaney_nichols",0,0,3,0,0,0,0.868029169,1,26,8.666666667,0,0.663339402527083,0.0434782608695652
"226","brogan",0,2,3,0,0,0,0.650855223,2,26,5.4,13.8477435,0.663339402527083,0.0434782608695652
"228","bruce_woodward",0,3,0,0,0,0,0.729163319,2,17,13,11.43095213,-0.409742201894859,0
"229","bryan_waterman",0,2,4,0,0,0,0.690009271,2,2,0.666666667,8.274794392,1.02103327066773,0.0579710144927536
"230","bubbles",0,0,1,0,0,0,0.325427612,5,12,12,0,-0.0520483337542118,0.0144927536231884
"231","buchsee",0,0,1,0,0,0,0.325427612,4,5,5,0,-0.0520483337542118,0.0144927536231884
"233","buckeyegirloh",0,2,0,0,0,0,0.696168833,7,22,11,1,-0.409742201894859,0
"235","butterflyheart",0,7,0,0,41.57142857,335.4285714,2.096461877,5,38,5.428571429,11.91466255,-0.409742201894859,0
"237","cal_cahill",0,3,1,0,0,0,1.015436883,2,2,0.5,7.084313658,-0.0520483337542118,0.0144927536231884
"239","cameron_buss",0,5,1,0,0,0,1.179344513,1,4,0.833333333,4.18993503,-0.0520483337542118,0.0144927536231884
"240","canadian122",0,3,1,10,13.33333333,17.33333333,0,5,6,1.5,1.732050808,-0.0520483337542118,0.0144927536231884
"241","canadian_diabetes_as",0,0,2,0,0,0,0.36458166,3,0,0,0,0.305645534386436,0.0289855072463768
"242","candee",0,3,1,0,0,0,0.729163319,3,16,12.75,26.33794791,-0.0520483337542118,0.0144927536231884
"244","candyapple779799",0,2,0,0,1984.5,166,0.307126547,6,2,17.5,16.5,-0.409742201894859,0
"246","carey_tarr",0,1,1,0,0,0,0.325427612,2,0,20,20,-0.0520483337542118,0.0144927536231884
"248","carl_kanzabedian",0,8,11,0,0,0,2.576035245,1,0,0.631578947,42.60746557,3.52489034765226,0.159420289855072
"250","carly5",0,2,1,0,0,0,0.712666076,5,15,6.333333333,7.717224602,-0.0520483337542118,0.0144927536231884
"251","carmen5",0,3,7,0,0,0,0.468482259,5,5,2.2,12.4503012,2.09411487508967,0.101449275362319
"254","caroles4",0,1,1,0,0,0,0.712666076,6,0,2.5,2.5,-0.0520483337542118,0.0144927536231884
"255","caroline_l",0,2,0,0,0,0,0.712666076,4,28,14,8,-0.409742201894859,0
"256","carrie10",0,14,3,0,0,0,2.925748537,3,17,2.294117647,25.91174801,0.663339402527083,0.0434782608695652
"257","carrie2",0,3,0,0,0,8.333333333,0.976282835,1,12,4,5.185449729,-0.409742201894859,0
"260","caseysteffen",0,0,0,0,0,0,0,6,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"262","cassie_rae",0,0,1,0,0,0,0.325427612,2,0,0,0,-0.0520483337542118,0.0144927536231884
"265","catandmouse",0,4,1,6,75.25,42.75,1.425332152,3,13,2.6,42.32446101,-0.0520483337542118,0.0144927536231884
"271","cathy_ohlson",0,6,0,0,0,0,1.060750492,3,2,0.333333333,25.76658042,-0.409742201894859,0
"272","catiesmom",0,2,0,0,0,0,0.729163319,4,4,2,4.5,-0.409742201894859,0
"273","catjeg",0,2,0,0,0,0,0.729163319,2,11,5.5,16,-0.409742201894859,0
"274","catluvr",0,1,0,0,8,1,0.348084416,3,272,272,0,-0.409742201894859,0
"275","cayla_leigh",0,0,2,0,0,0,0.433501194,3,51,25.5,49.5,0.305645534386436,0.0289855072463768
"276","cayson_thurman",0,0,1,0,0,0,0.36458166,2,5,5,0,-0.0520483337542118,0.0144927536231884
"278","ccc",0,15,2,4,210.2,65.86666667,4.320471178,4,60,10.76470588,81.7399878,0.305645534386436,0.0289855072463768
"279","cecilia",0,2,0,0,0,0,0.503447509,3,12,6,1,-0.409742201894859,0
"280","cfah",0,3,6,0,0,0,0.43417874,4,1,0.666666667,1.98761598,1.73642100694903,0.0869565217391304
"282","cgar",0,2,1,7,1563,584,0.696168833,6,1,0.666666667,0.471404521,-0.0520483337542118,0.0144927536231884
"283","cgm_pump_fan",0,6,1,0,0,0,1.711605715,4,0,4.857142857,15.05228981,-0.0520483337542118,0.0144927536231884
"284","char",0,3,0,0,0,0,1.093744979,3,13,4.333333333,28.54625875,-0.409742201894859,0
"285","charles1",0,0,1,0,0,0,0.36458166,1,5,5,0,-0.0520483337542118,0.0144927536231884
"288","cheats",0,15,0,0,0,0,4.339114131,3,4,9.066666667,57.15102799,-0.409742201894859,0
"290","chef_robert_the_happ",0,8,0,0,0,0,1.312862143,3,14,5.625,14.24561336,-0.409742201894859,0
"291","chel",0,1,1,0,0,0,0.673512028,6,37,18.5,3,-0.0520483337542118,0.0144927536231884
"292","chelcie_rice",0,1,0,0,0,0,0.36458166,2,17,17,0,-0.409742201894859,0
"293","chelsea6",0,2,2,2.5,3,13,0.841772725,6,48,17.25,9.09326674,0.305645534386436,0.0289855072463768
"294","chelsea7",0,6,0,0,0,0,2.065849693,6,66,20.16666667,24.7773418,-0.409742201894859,0
"296","cherise1",0,2,0,0,0,0,0.650855223,1,43,21.5,2.5,-0.409742201894859,0
"299","cheryl_aka_superfox",0,4,1,0,0,0,0.852745437,1,23,8,5.425863987,-0.0520483337542118,0.0144927536231884
"300","cheryl_eklund",0,2,0,0,0,0,0.690009271,2,12,6,2,-0.409742201894859,0
"301","cheryl_slaunwhite",0,2,0,0,0,0,0.690009271,2,19,12,2.5,-0.409742201894859,0
"302","cheyennejack",0,11,2,0,0,0,1.202673101,1,22,2.538461538,10.84260717,0.305645534386436,0.0289855072463768
"303","chi",0,3,1,0,0,0,0.727991855,2,2,0.5,6.062177826,-0.0520483337542118,0.0144927536231884
"307","chris27",0,13,2,0,0,0,4.087534888,2,51,3.4,8.246211251,0.305645534386436,0.0289855072463768
"308","chris44",0,2,0,0,0,0,0.712666076,3,4,24,22,-0.409742201894859,0
"309","chris50",0,1,1,0,0,0,0.348084416,5,7,3.5,0,-0.0520483337542118,0.0144927536231884
"311","chris9",0,1,1,0,0,0,0.712666076,1,16,8,0,-0.0520483337542118,0.0144927536231884
"312","chris_anderson",0,7,1,0,0,0,2.486082644,2,6,9.75,28.28399503,-0.0520483337542118,0.0144927536231884
"315","chris_sharpe",0,3,0,0,0,0,0.425221048,0,4,3.666666667,3.299831646,-0.409742201894859,0
"317","chrisk",0,7,1,0,0,0,2.154495471,1,8,1.25,40.42721082,-0.0520483337542118,0.0144927536231884
"318","christi_p",0,4,0,0,0,0,1.347024056,3,7,1.75,9.679230341,-0.409742201894859,0
"319","christiancp",0,2,1,3,24,6,0.353726007,3,4,1.333333333,3.771236166,-0.0520483337542118,0.0144927536231884
"321","christina7",0,10,1,20,0,136,3.645816597,3,4,0.454545455,10.07492592,-0.0520483337542118,0.0144927536231884
"323","christine_bobbitt",0,0,1,0,0,0,0.325427612,0,17,17,0,-0.0520483337542118,0.0144927536231884
"324","christine_lies",0,0,1,0,0,0,0.325427612,0,0,0,0,-0.0520483337542118,0.0144927536231884
"325","christine_ng",0,2,1,0,0,0,0.696168833,1,0,0.666666667,16.51934892,-0.0520483337542118,0.0144927536231884
"328","cincin",0,0,1,3,0,0,0.178019898,4,3,3,0,-0.0520483337542118,0.0144927536231884
"331","claudia29",0,3,0,0,0,0,1.060750492,7,15,5,10.84230398,-0.409742201894859,0
"333","clive",0,5,0,0,0,0,0.470016687,0,11,6.2,8.390470785,-0.409742201894859,0
"336","coastie_ync",0,2,1,0,0,0,0,3,2,1.333333333,0.942809042,-0.0520483337542118,0.0144927536231884
"337","colbaugh",0,4,1,0,0,0,1.392337665,6,0,2.8,16.80952111,-0.0520483337542118,0.0144927536231884
"338","colleen5",0,13,0,0,0,0,1.767257007,2,4,0.923076923,23.82033342,-0.409742201894859,0
"339","colleen9",0,3,3,5.333333333,1.333333333,6.333333333,0.231409896,4,3,0.5,17.32692189,0.663339402527083,0.0434782608695652
"341","conniem",0,2,0,0,52.5,50.5,0.325427612,3,4,15.5,13.5,-0.409742201894859,0
"342","corey1",0,6,1,0,0,0,1.705446154,1,16,2.285714286,58.23106682,-0.0520483337542118,0.0144927536231884
"343","corrie",0,2,0,0,0,0,0.493688308,4,3,16.5,15,-0.409742201894859,0
"344","corrin_mcmillan",0,1,1,0,0,0,0.325427612,2,1,1,0.5,-0.0520483337542118,0.0144927536231884
"345","countrygirl",0,4,0,0,0,0,1.060750492,5,79,40.25,34.25182477,-0.409742201894859,0
"346","courtney1",0,4,19,0,0,0,1.092573515,0,0,3.826086957,19.51684842,6.38644129277744,0.27536231884058
"348","craig_c",0,13,0,0,0,0,4.525097412,5,5,0.384615385,54.27772108,-0.409742201894859,0
"349","creon",0,0,1,0,0,0,0.178019898,5,1,1,0,-0.0520483337542118,0.0144927536231884
"350","criselda_lam_villar",0,1,0,0,0,0,0.325427612,1,5,5,0,-0.409742201894859,0
"351","curt",0,0,1,4,0,0,0.36458166,2,0,0,0,-0.0520483337542118,0.0144927536231884
"353","cyndie1",0,0,1,0,0,0,0.178019898,7,0,0,0,-0.0520483337542118,0.0144927536231884
"354","cyndym",0,0,0,0,0,0,0,1,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"355","cynthia_kahn",0,8,0,0,0,0,1.882376223,2,3,0.375,20.70288325,-0.409742201894859,0
"357","dale3",0,2,0,0,0,0,0.356039795,3,47,23.5,0,-0.409742201894859,0
"361","danab",0,5,0,0,0,0,1.750759764,3,22,4.6,5.114684741,-0.409742201894859,0
"362","dani_harder",0,2,0,0,0,0,0.729163319,2,17,8.5,7,-0.409742201894859,0
"363","daniel16",0,13,1,0,11.30769231,2.769230769,1.446348099,5,26,3.071428571,7.262217011,-0.0520483337542118,0.0144927536231884
"365","daniel8",0,3,0,0,0,0,1.044253249,2,3,1,20.23747898,-0.409742201894859,0
"367","danielle12",0,0,1,0,0,0,0.325427612,5,1,1,0,-0.0520483337542118,0.0144927536231884
"368","danijela",0,6,0,0,0,0,1.517857612,2,10,2.166666667,35.80968212,-0.409742201894859,0
"370","danmdphd",0,1,1,2,0,9,0.325427612,5,10,5,0,-0.0520483337542118,0.0144927536231884
"371","dannyr",0,2,1,0,0,0,0.348084416,3,45,15,0,-0.0520483337542118,0.0144927536231884
"372","darcey",0,19,0,0,0,0,4.179209676,2,2,0.315789474,61.13796215,-0.409742201894859,0
"374","darrell_k_whitfield",0,4,2,0,0,0,1.27365018,2,15,2.5,1.343709625,0.305645534386436,0.0289855072463768
"375","darrol",0,2,1,3,0,12,0.729163319,7,7,2.333333333,0,-0.0520483337542118,0.0144927536231884
"376","darryl_rule",0,0,1,0,0,0,0.348084416,1,0,0,0,-0.0520483337542118,0.0144927536231884
"377","dave25",0,5,0,0,0,0,0.627421732,6,18,5.4,11.0923397,-0.409742201894859,0
"378","dave_cerqua",0,2,0,0,0,0,0.690009271,2,39,20.5,1,-0.409742201894859,0
"379","dave_shikiar",0,9,1,0,0,0,1.441829395,0,16,17.7,61.50967404,-0.0520483337542118,0.0144927536231884
"380","dave_t",0,4,0,0,0,0,1.392337665,4,14,3.5,16.14581989,-0.409742201894859,0
"382","daver",0,1,1,0,0,0,0.325427612,7,0,5.5,5.5,-0.0520483337542118,0.0144927536231884
"384","david27",0,2,0,0,0,0,0.696168833,3,35,17.5,2.5,-0.409742201894859,0
"385","david3",0,1,2,0,0,0,0.841772725,1,0,59.66666667,77.30602966,0.305645534386436,0.0289855072463768
"387","david34",0,7,4,7,7.142857143,11.85714286,3.169932354,4,12,3.181818182,13.88143418,1.02103327066773,0.0579710144927536
